cod_adm,type_abb,name,denom_abb,denom_ext,denom_emp,name_abb,global_id,year_ctr,annofine,st_length
2120,VIA,VIA,GUBBIO,GUBBIO,GUBBIO,VIA GUBBIO,{42ACE107-D546-4DEA-BFA2-CFFBC73AF1FE},,,138.47095623500
2125,VIA,VIA,F.D.GUERRAZZI,F.D.GUERRAZZI,GUERRAZZI,VIA F.D.GUERRAZZI,{ADC136F0-3D45-4E3D-9F3E-0026FAF982F5},,,120.51443108800
2130,VIA,VIA,D. GUERRINI,DOMENICO GUERRINI,GUERRINI,VIA D. GUERRINI,{DA2EC7E8-D634-4492-9A5D-4E65E88189C7},,,270.96425638700
2135,VIA,VIA,L. GUIDI,LUIGI GUIDI,GUIDI,VIA L. GUIDI,{3D3ABB49-3C70-4417-BEDC-5146FD5B8030},,,128.12194147800
2140,VIA,VIA,GUIDO D'AREZZO,GUIDO D'AREZZO,GUIDO D'AREZZO,VIA GUIDO D'AREZZO,{F56B4502-128B-4234-9CA3-9867F901143B},,,304.32979058800
2145,VLE,VIALE,G. POSTUMO,GUIDO POSTUMO DEI SILVESTRI,GUIDO POSTUMO,VLE G. POSTUMO,{4BD1151D-EAD8-4CE4-A535-58AFA0D3053B},,,422.90747770500
2147,VIA,VIA,G. DELLA ROVERE,GUIDUBALDO II DELLA ROVERE,GUIDUBALDO II DELLA ROVERE,VIA G. DELLA ROVERE,{D3784F12-A776-48F3-8016-A128A406A608},,,54.34376965110
2150,VIA,VIA,HERMADA,HERMADA,HERMADA,VIA HERMADA,{19B7A8FA-0434-4340-A554-29892983ECCB},,,816.77566858000
2153,VIA,VIA,ICARO,ICARO,ICARO,VIA ICARO,{E8ED5F3E-826C-4BC2-AF13-20A9DBFC02BB},,,502.35723412200
2155,VIA,VIA,M. IMBRIANI,MATTEO IMBRIANI,IMBRIANI,VIA M. IMBRIANI,{A132CBA5-B8E8-4F3D-A3BE-0B58EB2C9880},,,143.80123073500
2160,VIA,VIA,IMOLA,IMOLA,IMOLA,VIA IMOLA,{6215F8F8-5C10-4ED5-97E2-F3F4E63AD5A1},,,177.77366810200
2165,VIA,VIA,INDIPENDENZA,DELL'INDIPENDENZA,DELL'INDIPENDENZA,VIA INDIPENDENZA,{F85CCCBC-2350-4E77-9116-9993CA40C7DB},,,102.88259361500
2470,VIA,VIA,P. LUCHINI,PAOLO LUCHINI,LUCHINI,VIA P. LUCHINI,{43645ED9-91C6-4A17-A5A8-B1389714382E},,,164.10227768500
2170,VIA,VIA,DELL'INDUSTRIA,DELL'INDUSTRIA,INDUSTRIA,VIA DELL'INDUSTRIA,{D5EBBA80-AF35-4E02-978E-26B1B60F2DBF},,,2170.22289485000
2180,PLE,PIAZZALE,DEGLI INNOCENTI,DEGLI INNOCENTI,INNOCENTI,PLE DEGLI INNOCENTI,{5F41E00C-0FF8-4E02-BA14-DA8521006C4B},,,92.52051535760
2182,VIA,VIA,DELL'IRIDE,DELL'IRIDE,IRIDE,VIA DELL'IRIDE,{3A38C14F-1B5A-4257-B5AA-D7EC6346E106},,,40.33620578620
2185,VIA,VIA,ISARCO,ISARCO,ISARCO,VIA ISARCO,{E4BE0533-6690-4C94-AE00-370CCA3BBBF3},,,114.13410680400
2190,VIA,VIA,ISONZO,ISONZO,ISONZO,VIA ISONZO,{BA3691E9-DF6F-4A43-B0E6-253737178F1C},,,241.71799623100
2195,VIA,VIA,JESI,JESI,JESI,VIA JESI,{C2C5DC6A-CDD5-44E4-B8AB-129F444ED682},,,612.21196247800
2210,VIA,VIA,M. LUTHER KING,MARTIN LUTHER KING,KING,VIA M. LUTHER KING,{EB656E2C-841D-4FA2-8D7F-37B6E431329E},,,419.17979416900
2215,VIA,VIA,PADRE M. KOLBE,PADRE M. KOLBE,KOLBE,VIA PADRE M. KOLBE,{FADF4BF6-1DB5-449C-81E2-C6E837187C7C},,,740.19006766500
2220,VIA,VIA,A. LABRIOLA,ANTONIO LABRIOLA,LABRIOLA,VIA A. LABRIOLA,{7A428F3C-9538-4D44-B936-270B9DD716AE},,,245.06335625500
2223,VIA,VIA,LAGO CAREZZA,LAGO CAREZZA,LAGO CAREZZA,VIA LAGO CAREZZA,{3B030E8C-4FF5-4191-B20C-7B48ADA85A72},,,98.32318816980
2230,VIA,VIA,LAGO DI BOLSENA,LAGO DI BOLSENA,LAGO DI BOLSENA,VIA LAGO DI BOLSENA,{E18B1A74-7DF2-43F5-AA5D-994AAD8367A1},,,66.02940005460
2235,STR,STRADA,LAGO BRACCIANO,LAGO DI BRACCIANO,LAGO DI BRACCIANO,STR LAGO BRACCIANO,{A758F379-871D-4441-B182-D87E661B70CA},,,975.37569866900
2240,VIA,VIA,LAGO DI COMO,LAGO DI COMO,LAGO DI COMO,VIA LAGO DI COMO,{926B9EDD-DD8A-4BA6-A647-F788855A9DA2},,,254.66213125800
475,VIA,VIA,A. BERTANI,AGOSTINO BERTANI,BERTANI,VIA A. BERTANI,{24DCE014-C374-4C54-AA2F-3A09E5C2B0F1},,,167.54475161300
2245,VIA,VIA,LAGO DI GARDA,LAGO DI GARDA,LAGO DI GARDA,VIA LAGO DI GARDA,{765E1B02-CB0B-4798-B630-8C215DAF7AAD},,,287.06365217500
2250,VIA,VIA,LAGO DI ISEO,LAGO DI ISEO,LAGO DI ISEO,VIA LAGO DI ISEO,{4D516133-32DF-4D85-B0FF-225B1551FEE9},,,90.94792597500
2255,STR,STRADA,LAGO DI LESINA,LAGO DI LESINA,LAGO DI LESINA,STR LAGO DI LESINA,{5B8B4EE6-BD22-4019-BA28-4DAF3C0D9145},,,2832.91718444000
2257,VIA,VIA,LAGO DI LEVICO,LAGO DI LEVICO,LAGO DI LEVICO,VIA LAGO DI LEVICO,{E247CD14-6297-430D-9585-C23E074C0860},,,142.80121927400
2260,VIA,VIA,LAGO DI LUGANO,LAGO DI LUGANO,LAGO DI LUGANO,VIA LAGO DI LUGANO,{930A1AC4-A983-4623-8E8C-E64E7CC093FC},,,112.49873086100
2265,STR,STRADA,LAGO DI NEMI,LAGO DI NEMI,LAGO DI NEMI,STR LAGO DI NEMI,{712B56B5-9201-4357-A6D5-D669BCB6646B},,,383.66553332400
2270,VIA,VIA,LAGO PIEDILUCO,LAGO DI PIEDILUCO,LAGO DI PIEDILUCO,VIA LAGO PIEDILUCO,{BB30AA9C-E0D7-48DF-B923-093A00D846D0},,,204.33736503000
2271,VIA,VIA,LAGO DI VARANO,LAGO DI VARANO,LAGO DI VARANO,VIA LAGO DI VARANO,{30A0AAF3-A52E-46A3-819E-1C5C1D15F5AC},,,98.37874734230
2272,VIA,VIA,LAGO DI VICO,LAGO DI VICO,LAGO DI VICO,VIA LAGO DI VICO,{ED99274E-7F90-4137-B202-074F7B623AB2},,,97.55819261070
2273,VIA,VIA,LAGO D'ORTA,LAGO D'ORTA,LAGO D'ORTA,VIA LAGO D'ORTA,{C02A6FFB-96FD-487A-96AC-08465749466F},,,333.41403853400
2277,VIA,VIA,LAGO MISURINA,LAGO MISURINA,LAGO MISURINA,VIA LAGO MISURINA,{6D220599-8329-4C04-9AF6-737AC9653186},,,236.90073015900
2280,STR,STRADA,LAGO TRASIMENO,LAGO TRASIMENO,LAGO TRASIMENO,STR LAGO TRASIMENO,{EFCB8E20-90EB-4E33-B675-273D69C02053},,,682.63291620900
480,LGO,LARGO,BERTINORO,BERTINORO,BERTINORO,LGO BERTINORO,{8B3E47E0-C74F-4715-BE12-DF7649DFA4F9},,,164.19678958800
2285,VIA,VIA,L. LA MARCA,LUCIANO LA MARCA,LA MARCA,VIA L. LA MARCA,{CCF9804F-8D18-406B-B261-F2ABD7336527},,,725.73461946400
2290,VIA,VIA,A. LAMARMORA,ALESSANDRO LAMARMORA,LAMARMORA,VIA A. LAMARMORA,{58ACCB4C-FAEA-4C4A-821F-D7247B3CEB51},,,173.78712107300
2295,VIA,VIA,LAMBRO,LAMBRO,LAMBRO,VIA LAMBRO,{99C73A90-2079-4C39-B401-850F6B0BC22D},,,333.24385279800
2300,VIA,VIA,LAMONE,LAMONE,LAMONE,VIA LAMONE,{0BF7FF09-F311-4F9D-8B86-B93250A897DE},,,101.56915409000
2395,VIA,VIA,S. LEVI NATHAN,SARA LEVI NATHAN,LEVI NATHAN,VIA S. LEVI NATHAN,{C15DA7AE-7218-41C6-A3B4-736594FAC58F},,,157.86269352400
2400,VLE,VIALE,LIBERAZIONE,DELLA LIBERAZIONE,LIBERAZIONE,VLE LIBERAZIONE,{A42152B4-59F3-42C7-9C30-BB6D76F3358C},,,531.79593741300
2475,LGO,LARGO,B. LUGLI,BRUNO LUGLI,LUGLI,LGO B. LUGLI,{0D67E6D5-0192-4D19-BBBD-373C007A4418},,,41.71379327330
2305,STR,STRADA,G. M. LANCISI,GIOVANNI MARIA LANCISI,LANCISI,STR G. M. LANCISI,{2C1ADFC2-BE82-472D-B891-89FDAEFE3A0D},,,3289.89582248000
2310,VLE,VIALE,G. LANFRANCO,GIACOMO LANFRANCO,LANFRANCO,VLE G. LANFRANCO,{7CAFB0B5-5E0F-46C2-9B89-8BB864AD0501},,,252.84218739700
2315,STR,STRADA,DELLA LANTERNA,DELLA LANTERNA,LANTERNA,STR DELLA LANTERNA,{4E507B6E-B279-4C54-ADA9-38631DF00AB5},,,70.52437711760
2320,VIA,VIA,G. LANZA,GIOVANNI LANZA,LANZA,VIA G. LANZA,{86A4C669-0A86-4468-A021-60D79364FC8F},,,543.32237444800
2325,VIA,VIA,LATISANA,LATISANA,LATISANA,VIA LATISANA,{B37AEAB6-5C80-4F24-98C7-58D9EA71A352},,,99.99286669250
2327,VIA,VIA,P. LATTI,PIETRO LATTI,LATTI,VIA P. LATTI,{D03895A0-64BE-4543-86C4-3E3BEB622628},,,379.59074469100
2330,VIA,VIA,L. LAURANA,LUCIANO LAURANA,LAURANA,VIA L. LAURANA,{EFA81EB7-B83A-4D3B-AD7E-3DA4A84BA31A},,,185.70706324700
2335,VIA,VIA,DEI LAVORATORI,DEI LAVORATORI,LAVORATORI,VIA DEI LAVORATORI,{D0345A39-63F8-431D-8D66-34CCC8B9A6D5},,,97.32812535810
2345,VIA,VIA,LAZIO,LAZIO,LAZIO,VIA LAZIO,{B003BE8E-B6AF-449E-895C-2D6D85D54640},,,263.65997917500
2355,PZA,PIAZZA,G. LAZZARINI,GIOVANNI LAZZARINI,LAZZARINI,PZA G. LAZZARINI,{0D25195E-EA9D-489E-942C-94FEBB764DBE},,,104.96213215500
2358,VIA,VIA,DEI LECCI,DEI LECCI,LECCI,VIA DEI LECCI,{9AA81797-537A-4F4E-8831-26F3C3AC8DEC},,,152.11807945000
485,VIA,VIA,T. BERTOZZINI,TELESFORO BERTOZZINI,BERTOZZINI,VIA T. BERTOZZINI,{454045A4-3C72-4496-B94E-634207E5D5DB},,,162.73122902500
2360,STR,STRADA,LECCIA,LECCIA,LECCIA,STR LECCIA,{9E8D4458-1F84-481F-85A9-9CD62330D314},,,1465.96230985000
2365,VIA,VIA,G. LEONARDI,GIAN GIACOMO LEONARDI,LEONARDI,VIA G. LEONARDI,{13B6B0C4-E988-4922-89E9-3BEEA87328BD},,,72.82050847100
2370,VLE,VIALE,LEONARDO,LEONARDO DA VINCI,LEONARDO,VLE LEONARDO,{0DF62C6F-72BE-4621-806C-28D7E4D6189F},,,258.05935944700
2375,VIA,VIA,R. LEONCAVALLO,RUGGERO LEONCAVALLO,LEONCAVALLO,VIA R. LEONCAVALLO,{C12927DA-2F88-4AFE-9B71-24D7266FFAF4},,,426.53316138400
2378,VIA,VIA,S. LEONE,SERGIO LEONE,LEONE,VIA S. LEONE,{B3564911-5039-49CC-94F8-ADA44ED25C0A},,,57.67648245740
2380,VIA,VIA,G. LEOPARDI,GIACOMO LEOPARDI,LEOPARDI,VIA G. LEOPARDI,{74986911-5E08-4B6D-95FA-1574BEF8F88B},,,104.78682080800
2390,VIA,VIA,G. LEVATO,GIUDITTA LEVATO,LEVATO,VIA G. LEVATO,{8868655F-D546-4EFD-8F11-5E21E7E58D04},,,46.21176557250
2405,PLE,PIAZZALE,DELLA LIBERTA',DELLA LIBERTA',LIBERTA',PLE DELLA LIBERTA',{9724FD81-47D9-4FA1-B371-7A3311112AE1},,,335.66600205900
2410,VIA,VIA,DELLA LIBERTA',DELLA LIBERTA',LIBERTA',VIA DELLA LIBERTA',{8E07041B-BCAC-433F-9163-F195B0169B54},,,270.57414210500
2415,VIA,VIA,LIGURIA,LIGURIA,LIGURIA,VIA LIGURIA,{7BCD94BE-39AE-426B-9AAE-E09BB4544B0D},,,340.73361296900
2420,VIA,VIA,A. LINCOLN,ABRAHAM LINCOLN,LINCOLN,VIA A. LINCOLN,{ED621731-2886-4ECB-AA0C-06FBF90771A8},,,339.85986903800
2425,VIA,VIA,LIRI,LIRI,LIRI,VIA LIRI,{9EE91434-9E51-4487-B703-7BF2879020AB},,,235.50479147700
2427,VIA,VIA,LINO LIUTI,LINO LIUTI,LIUTI,VIA LINO LIUTI,{12B1B283-800C-46DA-B21D-68E92EDE3AFC},,,358.02208690400
2430,VIA,VIA,R. LIVERANI,ROMOLO LIVERANI,LIVERANI,VIA R. LIVERANI,{15AA72CD-F2A3-4887-948C-C7B79D94C12B},,,182.90700347600
2433,VIA,VIA,L. LIVIABELLA,LINO LIVIABELLA,LIVIABELLA,VIA L. LIVIABELLA,{578E7A05-9F58-44BD-A1A1-26FDD3C21592},,,113.85858533000
2435,VIA,VIA,LIVORNO,LIVORNO,LIVORNO,VIA LIVORNO,{C28B8BF5-F073-4BD4-BAD7-A8468032C019},,,146.86586391300
2440,VIA,VIA,V. LOCCHI,VITTORIO LOCCHI,LOCCHI,VIA V. LOCCHI,{18B34BBB-26D6-43F7-A680-9812CC19BD22},,,264.34645190500
2445,VIA,VIA,LOMBARDIA,LOMBARDIA,LOMBARDIA,VIA LOMBARDIA,{4ECBA10E-3457-44BA-AA76-D35AB8C66197},,,532.38957488100
2455,VLE,VIALE,LONDRA,LONDRA,LONDRA,VLE LONDRA,{36B9404A-50DA-443A-A846-88679B969C50},,,128.73271688300
490,VIA,VIA,T. BETTI,TEOFILO BETTI,BETTI,VIA T. BETTI,{9740CFE9-3AB4-4AE7-9E0A-CD6AE8F2F9BF},,,135.95908498000
2465,STR,STRADA,LUCA,LUCA,LUCA,STR LUCA,{562555F9-2EA7-4CF3-BA30-6FB227FC96F2},,,1868.50758592000
3440,VIA,VIA,PENNABILLI,PENNABILLI,PENNABILLI,VIA PENNABILLI,{13B533E6-1FB1-47C7-8788-48D7660B476A},,,141.39353957700
3445,VIA,VIA,G. PEPE,GUGLIELMO PEPE,PEPE,VIA G. PEPE,{9DECE410-E13F-40E1-94AC-4FB8202D3F7E},,,101.03818230200
3450,VIA,VIA,PERFETTI,PERFETTI,PERFETTI,VIA PERFETTI,{D6467E48-9CE4-47EE-B255-603A0B3BC7F1},,,66.75332421060
3455,VIA,VIA,PERGOLA,PERGOLA,PERGOLA,VIA PERGOLA,{741CEEB3-64F4-45FB-97F7-722CDA08C064},,,145.50436557000
3460,VIA,VIA,G. B. PERGOLESI,GIOVANNI B. PERGOLESI,PERGOLESI,VIA G. B. PERGOLESI,{7834F25F-306B-413D-80F9-81E58C955D37},,,352.00165280200
3465,VIA,VIA,L. PEROSI,LORENZO PEROSI,PEROSI,VIA L. PEROSI,{483443ED-02DE-4B8A-B914-43986A5D026B},,,151.77868834400
3470,VIA,VIA,S. PEROZZI,SILVIO PEROZZI,PEROZZI,VIA S. PEROZZI,{F3870974-BBD3-467C-80CF-898401CD6682},,,101.10078964900
3475,VIA,VIA,G. PERTICARI,GIULIO PERTICARI,PERTICARI,VIA G. PERTICARI,{071B5C5E-99A7-479E-9040-BC22BE1500DA},,,114.70929122900
3480,VIA,VIA,PERUGIA,PERUGIA,PERUGIA,VIA PERUGIA,{5CA68841-2A5E-49D6-B6D8-C9BDDFB09E24},,,315.59975228100
3485,VIA,VIA,D. PERUZZINI,DOMENICO PERUZZINI,PERUZZINI,VIA D. PERUZZINI,{F8242941-9A67-48B6-BEC2-B5E06BAA9D27},,,300.43405954300
3490,VIA,VIA,DEI PESCHI,DEI PESCHI,PESCHI,VIA DEI PESCHI,{C47E48C0-F0FC-4688-BF21-EA886D13E8D3},,,57.32048906390
3495,VIA,VIA,PESCHIERA,PESCHIERA,PESCHIERA,VIA PESCHIERA,{A0C2E855-B54A-4766-ADDC-CCDC30D3DAAC},,,311.14825045100
3500,VIA,VIA,F. PETRARCA,FRANCESCO PETRARCA,PETRARCA,VIA F. PETRARCA,{2C96605B-A1BA-451B-B9FB-E0C9015930F0},,,451.94273588300
3505,VIA,VIA,P. PETRUCCI,PIETRO PETRUCCI,PETRUCCI,VIA P. PETRUCCI,{47784ACF-1F5B-4A26-8AFE-20681D10162E},,,192.81533254800
3507,VIA,VIA,PETTINARI,PETTINARI,PETTINARI,VIA PETTINARI,{6459DBDA-DC83-4F60-BF3A-E336C15842EA},,,82.56064371940
460,LGO,LARGO,BERLINO,BERLINO,BERLINO,LGO BERLINO,{4552B8D5-4AF3-4E2E-A37A-D6B421A6635A},,,27.54726900160
465,VLE,VIALE,BERNA,BERNA,BERNA,VLE BERNA,{AAC4BA33-F8F1-4F77-81B5-75A0DF12DCBA},,,105.38375155200
493,VIA,VIA,DELLE BETULLE,DELLE BETULLE,BETULLE,VIA DELLE BETULLE,{14D23C69-410E-466D-8DAE-B57181424143},,,500.87338203900
495,VIA,VIA,BEZZECCA,BEZZECCA,BEZZECCA,VIA BEZZECCA,{A2F05F6B-4BD6-45C1-8123-0D9AF76BB77B},,,94.42412723760
500,VIA,VIA,P. BINI,PASQUALINO BINI,BINI,VIA P. BINI,{3D4017D3-96BA-47BE-A8CC-4B97DD9BA731},,,156.86935401800
505,VIA,VIA,BISENZIO,BISENZIO,BISENZIO,VIA BISENZIO,{24D0EDAE-D7E3-47EC-95B0-ECB5BF5945BA},,,113.08372611600
510,VIA,VIA,L. BISSOLATI,LEONIDA BISSOLATI,BISSOLATI,VIA L. BISSOLATI,{D1F9A9DF-39C9-4204-B99A-0F41CF569FBA},,,132.58611953500
515,VIA,VIA,N. BIXIO,NINO BIXIO,BIXIO,VIA N. BIXIO,{D1387C0F-44F6-4EC1-8A7B-0BE0A570BAAA},,,219.61588644600
520,STR,STRADA,DELLA BLILLA,DELLA BLILLA,BLILLA,STR DELLA BLILLA,{04D21BEE-F496-461C-94E6-2F804B083DC5},,,3743.00340129000
525,VIA,VIA,G. BLUM,GIULIO BLUM,BLUM,VIA G. BLUM,{E6AA90AE-001C-4C8C-929C-2BC56B87C0D1},,,322.75966465200
2480,VIA,VIA,LUGO,LUGO,LUGO,VIA LUGO,{FBDFC3F6-4B75-4734-AE0B-8E511AA35021},,,63.57836803780
2485,VIA,VIA,LUINO,LUINO,LUINO,VIA LUINO,{8F6839A0-1766-4E76-BC49-FB4E64E3A845},,,221.07623736200
2490,VIA,VIA,G. B. LULLI,GIOVAN BATTISTA LULLI,LULLI,VIA G. B. LULLI,{211DB42E-A78F-42A4-A959-5E9C9293B520},,,190.63885855900
2495,STR,STRADA,LUNGA,LUNGA,LUNGA,STR LUNGA,{51F23C9A-FBA4-4D0B-A5B9-7F66576BC5B8},,,2528.90748361000
2498,VIA,VIA,S. LUPIERI,SIRO LUPIERI,LUPIERI,VIA S. LUPIERI,{85007A56-20E7-429D-98EE-76C2B86E8944},,,216.73869663800
2500,VIA,VIA,L. LUZZATTI,LUIGI LUZZATTI,LUZZATTI,VIA L. LUZZATTI,{9F257DA2-A1A4-44CA-8D5F-B1C233637CCC},,,48.67143078630
2505,VIA,VIA,DEL MACELLO,DEL MACELLO,MACELLO,VIA DEL MACELLO,{A9A7C0E2-DC68-48F2-9C62-82C53F5B0F37},,,69.44768443410
2510,VIA,VIA,MACERATA,MACERATA,MACERATA,VIA MACERATA,{150A430B-DC90-437F-A48C-2D2AC57AFB17},,,144.73746898900
2595,VLE,VIALE,A. MANZONI,ALESSANDRO MANZONI,MANZONI,VLE A. MANZONI,{D0F9C3FC-3766-4D50-B49E-EB002C7491B4},,,319.23675732200
2515,STR,STRADA,MADONNA ANGELI,MADONNA ANGELI,MADONNA ANGELI,STR MADONNA ANGELI,{A06975AD-57A2-4EBC-BDB2-2961F3C2E4EF},,,981.34418747100
2610,VLE,VIALE,G. MARCONI,GUGLIELMO MARCONI,MARCONI,VLE G. MARCONI,{0276F565-EA67-4F1D-8B79-EBBC1C7F738B},,,337.51755010300
2520,STR,STRADA,MADONNA DEI MAZZA,MADONNA DEI MAZZA,MADONNA DEI MAZZA,STR MADONNA DEI MAZZA,{5FD0E423-2C55-4FC4-9000-71FA057AB34C},,,791.11369064900
2525,STR,STRADA,MADONNA DEL MONTE,MADONNA DEL MONTE,MADONNA DEL MONTE,STR MADONNA DEL MONTE,{205E5C38-0C5A-4CD8-95D3-943AD5255751},,,2327.50981064000
2530,LGO,LARGO,MADONNA LORETO,MADONNA DI LORETO,MADONNA DI LORETO,LGO MADONNA LORETO,{CE2AE02B-2C65-4A00-82FA-48F4AB028D1D},,,89.92574382710
2535,VIA,VIA,MADONNA DI LORETO,MADONNA DI LORETO,MADONNA DI LORETO,VIA MADONNA DI LORETO,{49666B86-314A-4B7F-98E4-34E76D11E88D},,,1351.87694778000
2540,VIA,VIA,MAGENTA,MAGENTA,MAGENTA,VIA MAGENTA,{2EFAAFF7-0C15-4C98-9AA7-31EC43CE9EB5},,,130.42616489400
2545,STR,STRADA,M. MALPIGHI,MARCELLO MALPIGHI,MALPIGHI,STR M. MALPIGHI,{3E09EAB2-0B1C-43CC-8789-3654FC68FFBC},,,817.91628136600
2550,VLE,VIALE,G. MAMELI,GOFFREDO MAMELI,MAMELI,VLE G. MAMELI,{97FC4B5C-8562-4398-9A10-40FC5DAE44AF},,,564.10675806600
2555,LGO,LARGO,T. MAMIANI,TERENZIO MAMIANI,MAMIANI,LGO T. MAMIANI,{602C8FA7-4B58-4F34-BBFA-20292BFA22E5},,,91.28460799920
2560,VIA,VIA,MAMMOLABELLA,MAMMOLABELLA,MAMMOLABELLA,VIA MAMMOLABELLA,{F71E7777-CD8D-49B2-BC3D-835ADFFF54AC},,,183.10263313000
2565,VIA,VIA,L. MANARA,LUCIANO MANARA,MANARA,VIA L. MANARA,{CF68722A-DB82-4891-815D-7305A2A8330A},,,297.42805465000
2570,VIA,VIA,E. MANCINI,ETTORE MANCINI,MANCINI,VIA E. MANCINI,{524455C9-C892-4D2A-8993-E1A25FE8233D},,,803.44447793000
2575,VIA,VIA,DEI MANDORLI,DEI MANDORLI,MANDORLI,VIA DEI MANDORLI,{0E2EE4BD-B019-4860-A919-6DAA73D27F76},,,229.36159790700
2580,VIA,VIA,D. MANIN,DANIELE MANIN,MANIN,VIA D. MANIN,{93E44F76-43C4-4FD5-A4B5-095714963A22},,,74.07048670440
2585,VIA,VIA,P. MANTEGAZZA,PAOLO MANTEGAZZA,MANTEGAZZA,VIA P. MANTEGAZZA,{01397102-77C5-4742-810F-C5047EE27E88},,,132.29977394200
2590,VIA,VIA,A. MANTEGNA,ANDREA MANTEGNA,MANTEGNA,VIA A. MANTEGNA,{1BBDCB81-18AE-45D8-AEDB-DD81574AE913},,,201.32098156700
2600,STR,STRADA,DELLE MARCHE,DELLE MARCHE,MARCHE,STR DELLE MARCHE,{3D07D96E-FE3B-429B-B251-744950EBAAAD},,,992.20119892900
2605,VIA,VIA,C. MARCOLINI,CAMILLO MARCOLINI,MARCOLINI,VIA C. MARCOLINI,{A753FBB3-0351-4308-90AD-642CA29F5B46},,,219.08147022600
2615,VIA,VIA,MARECCHIA,MARECCHIA,MARECCHIA,VIA MARECCHIA,{9C77962D-7D7A-4E26-BEF3-7BF8EA63D841},,,164.65115112900
2618,VIA,VIA,DELLE MARGHERITE,DELLE MARGHERITE,MARGHERITE,VIA DELLE MARGHERITE,{2E3EFB08-4742-4B31-8A14-C869ECE142E1},,,283.46679413300
2620,VIA,VIA,M. MARGOTTI,MARIA MARGOTTI,MARGOTTI,VIA M. MARGOTTI,{4D7F53A9-06DB-4A7D-910F-A3E42CD56F50},,,97.49966750610
2625,VIA,VIA,MARINA ARDIZIA,MARINA ARDIZIA,MARINA ARDIZIA,VIA MARINA ARDIZIA,{5B2AAEF6-D9BA-469F-BAFF-A37D016A3FCA},,,3009.06383801000
2630,VIA,VIA,P. MARONCELLI,PIETRO MARONCELLI,MARONCELLI,VIA P. MARONCELLI,{DF44A0F7-6A77-4FC9-8E16-D8DE5311C64D},,,220.10536283000
2635,VLE,VIALE,MARSALA,MARSALA,MARSALA,VLE MARSALA,{539E19E5-748C-4B2D-89C8-C0E72FB1D4E1},,,331.75536291500
2640,VIA,VIA,MARSIGLIA,MARSIGLIA,MARSIGLIA,VIA MARSIGLIA,{0E9558AB-8C3C-4767-AEE9-B829AA988895},,,330.65486099300
2645,VIA,VIA,F. MARTINI,FERDINANDO MARTINI,MARTINI,VIA F. MARTINI,{2EBA35D5-855A-41B6-A10F-FA362C6CFC49},,,218.44620629200
2650,VIA,VIA,MARTIRI FRAGHETO,MARTIRI FRAGHETO,MARTIRI DI FRAGHETO,VIA MARTIRI FRAGHETO,{6FE94C3A-7C0E-4B91-B94D-EC8895FD5BBC},,,329.70991696100
2660,VIA,VIA,MARZETTI,MARZETTI,MARZETTI,VIA MARZETTI,{66DC9D2C-721E-4BEC-B936-3E3D71DA5225},,,56.76953171510
2665,VLE,VIALE,P. MASCAGNI,PIETRO MASCAGNI,MASCAGNI,VLE P. MASCAGNI,{8F37EF41-056E-4B39-8C11-BD9714C271B9},,,249.45316260000
2670,VIA,VIA,CARDINAL MASSAIA,CARDINAL G. MASSAIA,MASSAIA,V. CARDINAL MASSAIA,{7D236F9D-F7AD-4CDA-9DF2-D9BAED5A483E},,,403.85117569500
2675,VIA,VIA,MASSIMI,MASSIMI,MASSIMI,VIA MASSIMI,{C7589090-28B8-4307-B5F6-CEDB667455FF},,,182.53716041900
2680,VIA,VIA,MASTRO GIORGIO,MASTRO GIORGIO,MASTRO GIORGIO,VIA MASTRO GIORGIO,{1C595A95-9A62-4B92-BF84-AC096AD4ACD2},,,176.59435022400
2685,VIA,VIA,DELLA MATERNITA',DELLA MATERNITA',MATERNITA',VIA DELLA MATERNITA',{B7A3A0D2-0C1E-4C9C-B5F3-4C4695745A0D},,,109.38714725300
2690,VIA,VIA,DEL MATTATOIO,DEL MATTATOIO,MATTATOIO,VIA DEL MATTATOIO,{F56EAB28-62D4-49F0-9C7C-10752DF10636},,,43.08995863850
2695,VIA,VIA,G. MATTEI,GIACOMO MATTEI,MATTEI,VIA G. MATTEI,{C18A94A5-A4D2-4CEC-B8B3-8BCA48F0CB81},,,151.23948060000
2700,PLE,PIAZZALE,G. MATTEOTTI,GIACOMO MATTEOTTI,MATTEOTTI,PLE G. MATTEOTTI,{064390C7-BAD5-4732-940E-3A87082079AC},,,261.76591104500
2705,VIA,VIA,F. MATTEUCCI,FELICE MATTEUCCI,MATTEUCCI,VIA F. MATTEUCCI,{02F98F72-4E2A-40D1-BBA0-017D177F92EB},,,335.55366334200
2710,VIA,VIA,D. MAZZA,DOMENICO MAZZA,MAZZA,VIA D. MAZZA,{2771D8B9-35B4-4A1B-B1C0-CED793584E59},,,395.00963380400
2715,VIA,VIA,G. MAZZINI,GIUSEPPE MAZZINI,MAZZINI,VIA G. MAZZINI,{03FE36C4-2B86-41D0-952A-823736ACE977},,,334.61198034000
2720,VIA,VIA,MAZZOLARI,MAZZOLARI,MAZZOLARI,VIA MAZZOLARI,{C18CA2F8-ABFC-466D-85C3-3D721D85E204},,,180.51016361000
2725,VIA,VIA,A. MAZZOLI,ANTONIO MAZZOLI,MAZZOLI,VIA A. MAZZOLI,{07BE738E-B475-4CA0-94B7-2A123D681C5D},,,237.29249103000
